Deg,GS,S1,T1

0, 0.0, 4.0156, 2.4566, 0.0, 92.60335004, 56.65140694
10, 0.008114874861348653, 4.0105, 2.4594, 0.18713631769007516, 92.48573945000001, 56.71597746
20, 0.008114874861348653, 4.0105, 2.4594, 0.18713631769007516, 92.48573945000001, 56.71597746
30, 0.0699844010086963, 4.0101, 2.4798, 1.6139032732214444, 92.47651509, 57.18641982
40, 0.11793216674777796, 4.0186, 2.4968, 2.7196219041538328, 92.67253274000001, 57.57845512
50, 0.17228280211202218, 4.0259, 2.5118, 3.9729964712251324, 92.84087731, 57.92436862
60, 0.232271476292226, 4.0314, 2.5227, 5.356389287627395, 92.96771226, 58.17573243
70, 0.29259090503910556, 4.0335, 2.5299, 6.74740960201631, 93.01614015, 58.34177091
80, 0.340938950466807, 4.0324, 2.5332, 7.86235904281999, 92.99077316, 58.41787188
90, 0.3616399958045804, 4.0306, 2.5332, 8.339743779249847, 92.94926353999999, 58.41787188
100, 0.34741330444376217, 4.0295, 2.5306, 8.011663472447156, 92.92389655, 58.357913540000006
110, 0.30543950225546723, 4.0274, 2.5238, 7.043709817563104, 92.87546866000001, 58.20109942
120, 0.2499270217413141, 4.0224, 2.5116, 5.76354205567427, 92.76016416, 57.91975644
130, 0.1916004470876942, 4.0161, 2.4958, 4.418478750244607, 92.61488048999999, 57.555394220000004
140, 0.13487850147794234, 4.0085, 2.479, 3.1104196347326805, 92.43961764999999, 57.1679711
150, 0.08414496866680565, 3.9994, 2.46, 1.9404587079283384, 92.22976346, 56.729814
160, 0.04494256593170576, 3.9897, 2.4416, 1.0364160186944733, 92.00607273, 56.305493440000006
170, 0.02051154514992959, 3.9825, 2.4284, 0.47301469154801123, 91.84003425, 56.00108956
180, 0.012291471015487332, 3.981, 2.4238, 0.2834523839410518, 91.8054429, 55.89500942

